ID,report_date,computation_time_range_descr,computation_time_range_start,computation_time_range_end,Rt_text,Rt,Rt_95_min,Rt_95_max,url
5537,23 giugno 2021,1 giugno–15 giugno 2021,2021-06-01,2021-06-15,0.56 (CI: 0.39-0.7),0.56,0.39,0.7,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5537
5529,16 giugno 2021,26 maggio – 8 giugno 2021,2021-05-26,2021-06-08,0.65 (CI: 0.45-0.82),0.65,0.45,0.82,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5529
5519,9 giugno 2021,19 maggio – 1 giugno 2021,2021-05-19,2021-06-01,0.66 (CI: 0.54-0.78),0.66,0.54,0.78,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5519
5507,1 giugno 2021,11 – 24 maggio 2021,2021-05-11,2021-05-24,0.65 (CI: 0.54-0.78),0.65,0.54,0.78,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5507
5505,26 maggio 2021,5 – 18 maggio 2021,2021-05-05,2021-05-18,0.73 (CI: 0.57-0.87),0.73,0.57,0.87,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5505
5495,19 maggio 2021,28 aprile – 11 maggio 2021,2021-04-28,2021-05-11,0.81 (CI: 0.66-0.99),0.81,0.66,0.99,https://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5495
5474,5 maggio 2021,14 – 27 aprile 2021,2021-04-14,2021-04-27,0.84 (CI: 0.77-0.94),0.84,0.77,0.94,https://www.iss.it/documents/20126/0/Monitoraggio+Fase+2_+report_nazionale_51.pdf/14d5f60b-0a39-2adc-71c6-8f25b750d3c6?t=1620401303557
5465,28 aprile 2021,7 – 20 aprile 2021,2021-04-07,2021-04-20,0.75 (CI: 0.67-0.8),0.75,0.67,0.8,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?id=5465
5442,21 aprile 2021,31 marzo – 13 aprile 2021,2021-03-31,2021-04-13,0.7 (CI: 0.64-0.8),0.7,0.64,0.8,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5442
5421,7 aprile 2021,17 – 30 marzo 2021,2021-03-17,2021-03-30,0.88 (CI: 0.67-1.01),0.88,0.67,1.01,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5421
5410,31 marzo 2021,10 - 23 marzo 2021,2021-03-10,2021-03-23,0.98 (CI: 0.74-1.22),0.98,0.74,1.22,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5410
5399,24 marzo 2021,3 – 16 marzo 2021,2021-03-03,2021-03-16,1.16 (CI: 0.83-1.39),1.16,0.83,1.39,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5399
5391,17 marzo 2021,24 febbraio – 09 marzo 2021,2021-02-24,2021-03-09,1.3 (CI: 1.04-1.47),1.3,1.04,1.47,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5391
5268,10 marzo 2021,17 febbraio – 02 marzo 2021,2021-02-17,2021-03-02,1.31 (CI: 1.12-1.47),1.31,1.12,1.47,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5268
5361,3 marzo 2021,10 – 23 febbraio 2021,2021-02-10,2021-02-23,1.18 (CI: 1-1.42) ,1.18,1,1.42,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5361
5348,24 febbraio 2021,03 – 16 febbraio 2021,2021-02-03,2021-02-16,1.03 (CI: 0.92-1.18),1.03,0.92,1.18,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5348
5334,17 febbraio 2021,27 gennaio – 09 febbraio 2021,2021-01-27,2021-02-09,0.98 (CI: 0.89-1.12),0.98,0.89,1.12,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5334
5324,10 febbraio 2021,20 gennaio – 02 febbraio 2012,2021-01-20,2021-02-02,0.9 (CI: 0.77-1.02),0.9,0.77,1.02,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5324
5313,03 febbraio 2021,13 gennaio – 26 gennaio 2021,2021-01-13,2021-01-26,0.82 (CI: 0.72-0.99),0.82,0.72,0.99,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5313
5299,27 gennaio 2021,06 gennaio – 19 gennaio 2021,2021-01-06,2021-01-19,0.89 (CI: 0.76-1.09),0.89,0.76,1.09,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5299
5289,20 gennaio 2021,30 dicembre 2020 – 12 gennaio 2021,2020-12-30,2021-01-12,1.05 (CI: 0.85-1.2),1.05,0.85,1.2,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5289
5268,13 dcembre 2021,23 dicembre 2020 – 05 gennaio 2021,2020-12-23,2021-01-05,1.09 (CI: 0.96-1.18),1.09,0.96,1.18,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5268
5259,5 gennaio 2021,15 – 28 dicembre 2020,2020-12-15,2020-12-28,0.93 (CI: 0.7-1.12),0.93,0.7,1.12,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5259
5247,29 dicembre 2020,8– 21 dicembre 2020,2020-12-08,2020-12-21,0.76 (CI: 0.6-1.02),0.76,0.6,1.02,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5247
5241,22 dicembre 2020,1 - 14 dicembre,2020-12-01,2020-12-14,0.68 (CI: 0.62-0.74),0.68,0.62,0.74,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5241
5226,16 dicembre 2020,25 novembre – 8 dicembre 2020,2020-11-25,2020-12-08,0.68 (CI: 0.64-0.73),0.68,0.64,0.73,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5226
